Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,target
Female,23.142271,1.602345,94.616265,yes,yes,1.404930,3.132034,Sometimes,no,2.116838,no,1.501944,0.893350,Sometimes,Public_Transportation,0
Male,18.319304,1.697885,53.618938,yes,yes,1.754860,3.450848,Frequently,no,1.110593,no,0.028623,0.847193,Sometimes,Public_Transportation,0
Female,22.157408,1.689588,60.240629,yes,yes,1.738482,2.910225,Sometimes,no,2.620265,no,1.117635,0.112090,Sometimes,Public_Transportation,0
Female,31.828949,1.651805,118.692731,yes,yes,2.521418,1.508664,Sometimes,no,2.872640,no,2.007272,0.208803,Sometimes,Public_Transportation,0
Male,19.932656,1.739611,90.544475,yes,yes,2.412348,2.459053,Sometimes,no,1.854552,no,1.925847,0.062568,Sometimes,Public_Transportation,0
Female,17.786127,1.709800,92.133506,no,yes,2.139696,3.534966,Sometimes,no,1.156230,no,1.137891,0.340854,no,Public_Transportation,0
Male,27.085189,1.741097,118.799781,yes,yes,2.132280,2.959517,Sometimes,no,1.382932,no,1.780536,1.391632,Sometimes,Public_Transportation,1
Male,22.994096,1.866526,65.210936,yes,yes,2.383186,1.281131,Sometimes,no,2.082543,no,1.313055,0.274135,Sometimes,Automobile,0
Male,17.760958,1.760114,69.421075,yes,yes,2.265509,1.155464,Sometimes,no,1.426119,no,0.391896,0.907815,no,Public_Transportation,0
Female,21.646448,1.573518,74.946870,yes,yes,2.989053,3.990772,Sometimes,no,2.477806,no,2.852107,0.759055,Sometimes,Public_Transportation,0
Male,23.738805,1.799831,115.619223,yes,yes,1.621406,3.743243,no,no,2.634501,no,1.488655,1.061894,no,Public_Transportation,1
Male,18.107992,1.792513,71.877207,yes,yes,1.195888,3.936456,Sometimes,no,1.504861,no,2.309012,1.293569,no,Motorbike,0
Male,26.979082,1.755450,114.154881,yes,yes,2.800280,1.814931,Sometimes,no,2.177096,no,0.655397,0.956729,Sometimes,Automobile,1
Female,22.105604,1.640911,61.513487,no,yes,2.570248,3.494082,Sometimes,no,1.165296,no,1.687395,1.286513,no,Public_Transportation,0
Male,32.021277,1.819036,122.796068,yes,yes,1.813383,3.234638,Frequently,no,2.871333,no,1.061718,0.949869,Sometimes,Public_Transportation,1
Female,19.442128,1.724531,72.527659,yes,yes,1.729545,2.919962,Sometimes,no,2.385814,no,1.420275,0.218147,Sometimes,Public_Transportation,0
Female,17.756772,1.687467,52.602746,yes,yes,2.818236,1.292621,Sometimes,no,1.235107,no,1.730972,0.643784,Sometimes,Walking,0
Male,28.507398,1.772989,83.047443,yes,yes,1.221034,1.124359,Sometimes,no,2.507030,no,1.643800,0.526638,no,Automobile,0
Male,25.842416,1.808503,55.247649,yes,yes,2.848401,3.755673,Frequently,no,1.181372,no,1.475642,0.520288,no,Automobile,0
Male,26.233728,1.737340,116.516036,yes,yes,1.672927,2.105108,Sometimes,no,2.888918,no,0.621995,0.032404,Sometimes,Automobile,1
Female,24.532493,1.615975,69.342909,yes,yes,1.061831,3.810247,Sometimes,no,1.821863,no,0.580611,0.355399,Sometimes,Walking,0
Female,21.992853,1.659288,71.917236,yes,no,1.275308,3.606194,Sometimes,no,1.411267,no,1.251925,0.481721,Sometimes,Automobile,0
Female,16.947969,1.769461,53.902070,yes,no,1.503688,1.171445,Sometimes,no,1.468455,no,1.211167,0.935258,no,Public_Transportation,0
Female,23.588220,1.651842,46.888504,yes,yes,1.421433,2.584409,Sometimes,no,1.830402,no,1.544603,0.416611,Sometimes,Automobile,0
Male,20.123522,1.614782,67.728878,no,yes,2.078772,1.185534,Sometimes,no,2.377387,no,0.071787,1.292233,Sometimes,Public_Transportation,0
Male,19.378363,1.716616,84.630670,yes,yes,1.889898,3.022025,Sometimes,no,2.155783,no,1.459532,0.025383,no,Public_Transportation,0
Female,29.016446,1.600205,57.828545,yes,yes,1.370857,2.131055,Sometimes,no,1.508241,no,1.569419,1.262835,Sometimes,Public_Transportation,0
Male,23.258945,1.824664,124.041846,yes,yes,1.511329,1.128926,Sometimes,no,1.067539,no,1.319043,1.164765,no,Walking,1
Female,23.026739,1.628466,67.619101,yes,yes,1.232896,2.982470,Frequently,no,2.522123,no,2.850362,0.485394,Sometimes,Public_Transportation,0
Female,24.724326,1.695285,142.318658,yes,yes,1.618177,2.096078,Sometimes,no,2.270063,no,2.260262,1.189612,Sometimes,Public_Transportation,0
Male,30.122701,1.968932,106.402634,yes,no,1.866159,1.181343,Sometimes,no,1.170481,no,1.155255,0.472976,Sometimes,Public_Transportation,0
Male,26.968576,1.684371,125.911471,yes,yes,1.367602,1.354329,Sometimes,no,2.115245,no,1.688601,1.388476,no,Public_Transportation,0
Female,22.105460,1.562450,53.980008,yes,yes,2.818400,1.635440,Sometimes,no,2.113180,no,1.590087,1.151458,Sometimes,Public_Transportation,0
Male,19.339961,1.797554,73.411797,yes,yes,1.594130,2.473758,Sometimes,no,2.304078,no,1.637102,1.333159,Sometimes,Public_Transportation,0
Male,20.337794,1.740790,64.022986,yes,yes,2.763342,2.357618,Sometimes,no,2.982925,no,1.348792,0.135859,no,Automobile,0
Male,17.007388,1.701533,51.985324,yes,yes,2.568413,1.319092,Frequently,no,1.482550,no,1.198506,0.332653,Sometimes,Public_Transportation,0
Male,17.947329,1.821961,158.252472,no,yes,2.004097,2.007540,Sometimes,no,2.723814,no,2.713530,0.855378,no,Public_Transportation,0
Female,14.852553,1.487154,102.852702,yes,yes,2.271356,3.259855,Sometimes,no,1.466851,no,0.678258,1.879692,no,Public_Transportation,0
Female,20.433914,1.636669,46.020526,yes,yes,1.603006,2.389870,Sometimes,no,2.533502,no,0.157139,1.341349,Sometimes,Automobile,0
Male,26.811931,1.828335,130.722667,yes,yes,2.791326,1.784261,Sometimes,no,1.604409,no,1.831818,0.270079,Sometimes,Automobile,1
Male,18.423240,1.787428,88.321199,yes,yes,1.323142,2.453771,Sometimes,no,2.820042,no,2.911895,1.662202,no,Public_Transportation,0
Female,16.878086,1.566003,37.930566,yes,yes,1.621783,2.231014,Sometimes,no,2.561143,no,1.403560,1.651048,no,Public_Transportation,0
Female,16.589649,1.548214,36.719683,yes,yes,1.860838,1.322309,Sometimes,no,2.293306,no,2.457930,1.949642,Sometimes,Public_Transportation,0
Female,36.032801,1.552503,100.791551,no,yes,1.756528,1.735493,Sometimes,no,1.732456,no,0.441999,0.426757,no,Public_Transportation,0
Female,15.703677,1.558131,43.364874,yes,yes,1.813938,3.443613,Sometimes,no,2.156623,no,1.617490,0.306242,Sometimes,Automobile,0
Male,22.885113,1.793649,118.569294,yes,yes,1.676480,3.158529,Sometimes,no,2.827295,no,0.915449,1.138110,Sometimes,Automobile,1
Male,24.911690,1.766782,107.113867,yes,yes,1.783805,2.050377,Sometimes,no,2.230593,no,1.356038,0.790552,Sometimes,Automobile,1
Female,19.604790,1.556150,44.753079,no,no,1.032927,2.894988,Sometimes,no,1.456828,no,2.898027,0.841371,no,Public_Transportation,0
Female,16.524472,1.707100,49.412427,yes,no,2.150813,1.318163,Sometimes,no,1.989288,no,0.303303,1.997093,Sometimes,Public_Transportation,0
Female,22.614232,1.629405,82.321681,no,yes,2.023354,2.274820,Sometimes,no,2.408161,no,0.968061,1.970422,no,Automobile,0
Female,22.652830,1.695200,45.743976,yes,yes,1.090638,2.372070,Frequently,no,2.318756,no,1.859906,0.744584,Sometimes,Public_Transportation,0
Female,20.800257,1.761950,142.920939,no,yes,2.970663,3.254373,Sometimes,no,2.448152,yes,0.568095,0.309845,Sometimes,Walking,0
Female,23.927584,1.689181,82.649305,yes,no,2.921261,1.162029,Sometimes,no,1.443833,no,2.810194,0.089999,Sometimes,Public_Transportation,0
Female,32.460023,1.621392,72.236649,yes,yes,2.681831,2.663632,Sometimes,no,2.815246,no,1.717762,0.195937,Sometimes,Automobile,0
Male,33.995836,1.797438,117.687125,yes,yes,2.958200,2.283162,Sometimes,no,1.485762,no,2.318767,0.916161,no,Public_Transportation,1
Female,18.072225,1.639319,74.870913,yes,yes,1.361507,1.400822,Sometimes,no,2.941223,no,1.639108,1.357247,Sometimes,Public_Transportation,0
Female,19.190701,1.569480,62.803720,yes,yes,1.301431,1.231720,Sometimes,no,1.869996,no,1.521387,0.490010,Sometimes,Automobile,0
Male,16.249825,1.701287,75.388186,yes,yes,2.253984,2.182249,Sometimes,no,2.497920,no,0.814095,0.720265,Sometimes,Public_Transportation,0
Female,23.682000,1.736769,129.983690,yes,no,2.522426,2.126684,Sometimes,no,1.427074,no,0.514297,1.530203,Sometimes,Public_Transportation,0
Female,21.819851,1.675017,73.320286,no,yes,2.726490,1.473048,Sometimes,no,1.158979,no,1.222366,1.647768,Sometimes,Public_Transportation,0
Female,18.849427,1.685800,80.977700,yes,yes,1.312200,2.180535,Sometimes,no,2.794402,no,2.875450,0.392233,Sometimes,Automobile,0
Male,20.704006,1.695378,61.026145,yes,yes,2.064376,3.851984,Frequently,no,1.889014,no,1.703159,0.852804,Sometimes,Walking,0
Male,18.731026,1.835630,56.373137,yes,yes,2.938651,3.059539,Sometimes,no,1.310117,no,1.753654,1.627567,no,Public_Transportation,0
Female,26.696287,1.730350,95.683831,yes,yes,2.919738,2.664017,Sometimes,no,1.420814,no,1.800378,0.987513,no,Public_Transportation,0
Female,25.268222,1.671400,79.686300,yes,yes,2.105496,2.858272,Sometimes,no,2.512719,no,1.536914,0.904054,no,Public_Transportation,0
Female,24.039293,1.611443,54.183601,yes,yes,1.715532,1.923408,Sometimes,no,2.225797,no,2.560872,0.638038,no,Public_Transportation,0
Male,20.539333,1.744752,105.904572,no,no,2.823694,3.849585,Frequently,no,2.082641,no,0.874620,0.485237,no,Automobile,0
Male,23.685387,1.823566,53.772119,yes,yes,2.962750,3.083064,Sometimes,no,1.650291,yes,0.912674,0.358565,no,Public_Transportation,0
Male,15.704765,1.756199,85.385613,yes,yes,2.316150,3.576415,Sometimes,no,1.514552,no,2.774780,1.281888,Sometimes,Public_Transportation,0
Female,21.964430,1.572254,63.027321,no,yes,2.540828,1.482364,Sometimes,no,2.632070,no,0.025102,0.571606,Sometimes,Public_Transportation,0
Male,24.448890,1.825379,95.037645,no,yes,1.839911,3.703245,Sometimes,no,1.346945,no,1.311259,0.278603,Sometimes,Public_Transportation,0
Female,15.993645,1.777020,62.738625,yes,yes,1.072004,2.163453,no,no,2.682769,no,2.213546,0.735692,no,Public_Transportation,0
Male,20.701077,1.688207,103.043887,yes,yes,1.633843,3.987650,Sometimes,no,1.323236,no,0.434886,0.691360,Sometimes,Public_Transportation,0
Female,22.488605,1.646350,68.922230,yes,yes,2.538264,3.713304,Frequently,no,2.978833,no,0.453429,1.354475,Sometimes,Public_Transportation,0
Female,18.223287,1.596495,41.235042,yes,yes,2.046931,1.063200,Sometimes,no,2.947667,no,2.629231,0.857455,no,Public_Transportation,0
Male,16.897569,1.758282,102.170437,yes,yes,2.530187,3.952392,Sometimes,no,2.377140,no,0.573162,1.966190,no,Public_Transportation,0
Male,19.096138,1.671620,117.130806,yes,yes,1.055153,1.888288,Sometimes,no,2.879417,no,2.657560,0.908438,no,Public_Transportation,0
Female,33.898866,1.577304,61.728444,yes,yes,2.460335,1.999753,Sometimes,no,2.434084,no,1.331643,0.083255,Sometimes,Public_Transportation,0
Female,30.214628,1.711641,71.271627,no,yes,1.585026,2.530668,Sometimes,no,2.593656,no,2.652779,1.688475,Sometimes,Public_Transportation,0
Male,29.691602,1.764295,117.429987,yes,yes,2.337747,3.578136,Sometimes,no,2.299301,no,1.754219,0.324552,Sometimes,Public_Transportation,1
Male,31.188275,1.733290,102.983449,yes,yes,1.828397,3.809999,Sometimes,no,1.647556,no,0.319256,0.784767,Sometimes,Public_Transportation,1
Female,17.256451,1.595611,68.746245,yes,yes,2.995879,2.876888,Sometimes,no,2.136931,no,1.473166,1.230076,Sometimes,Public_Transportation,0
Male,21.106806,1.816346,106.646624,yes,yes,1.165500,2.025506,Frequently,no,1.714099,no,1.731331,1.047341,no,Public_Transportation,0
Female,19.944782,1.682270,60.861450,yes,yes,2.564801,1.996036,Sometimes,no,2.755155,no,1.422713,0.345478,no,Public_Transportation,0
Male,27.854084,1.696460,105.635674,yes,yes,2.350901,3.475599,no,no,1.455923,no,2.247119,1.236848,Sometimes,Public_Transportation,1
Male,31.189183,1.788783,121.678616,yes,yes,2.838504,3.333873,Sometimes,no,1.296378,no,0.747451,0.355753,Sometimes,Automobile,1
Female,20.271784,1.575825,44.765503,no,yes,2.146277,3.805676,Sometimes,no,2.383486,no,0.792532,0.244996,no,Public_Transportation,0
Female,17.623695,1.702393,68.167615,yes,yes,1.824112,3.974359,Sometimes,no,1.988735,no,1.649865,0.542026,Sometimes,Public_Transportation,0
Female,16.369286,1.675699,47.408960,no,yes,1.661205,3.003200,Frequently,no,2.426161,no,1.083577,0.309866,no,Automobile,0
Female,21.485625,1.560406,41.667522,yes,yes,1.083273,1.681250,Sometimes,no,1.724515,no,2.994365,1.123565,Sometimes,Automobile,0
Male,26.729625,1.770652,121.877269,yes,yes,2.825084,2.622315,Sometimes,no,2.122655,no,2.451640,1.427043,Sometimes,Public_Transportation,1
Male,15.747297,1.870082,117.331876,no,yes,2.123431,1.391791,Sometimes,no,1.059160,no,0.670907,0.524656,Sometimes,Public_Transportation,0
Male,31.724186,1.757733,120.651222,yes,yes,2.335528,3.324337,Always,no,1.840383,no,1.760509,1.260616,no,Automobile,1
Female,20.817791,1.611810,56.957651,yes,yes,1.910338,3.232911,Sometimes,no,1.666064,yes,1.107266,0.104633,Sometimes,Public_Transportation,0
Male,14.148805,1.746835,89.664934,yes,yes,2.635402,1.190438,Sometimes,no,2.399298,no,2.228278,0.711569,Sometimes,Public_Transportation,0
Male,15.300838,1.813463,49.935021,no,yes,1.630591,3.077468,Sometimes,no,1.516774,no,0.309054,0.509821,Sometimes,Motorbike,0
Male,15.908815,1.833814,54.517160,yes,no,2.225175,2.007565,Sometimes,no,2.807488,no,1.747313,0.780471,no,Public_Transportation,0
Female,25.232137,1.538477,77.705340,yes,yes,1.865788,1.941867,Sometimes,no,2.220112,no,0.352429,0.096051,Sometimes,Public_Transportation,0
Female,16.418294,1.664713,42.502111,yes,yes,2.825910,2.373964,Sometimes,no,1.182198,no,1.254847,1.078498,Sometimes,Public_Transportation,0
Female,20.849682,1.627433,71.937033,no,yes,1.502258,3.444167,Sometimes,no,2.351074,no,0.906932,0.951554,Sometimes,Public_Transportation,0
Male,27.637600,1.730393,113.807322,yes,yes,2.143749,1.305727,Sometimes,no,1.022657,no,0.040671,1.106200,no,Public_Transportation,1
Male,26.055207,1.757850,121.280965,yes,yes,2.397060,2.239470,Sometimes,no,2.190572,no,0.334050,0.726282,no,Automobile,1
Female,28.749008,1.710838,120.740339,yes,yes,1.370473,1.993364,Sometimes,no,1.047522,no,0.583622,1.612486,Sometimes,Public_Transportation,0
Female,22.252562,1.549724,37.703447,yes,yes,2.619770,3.630985,Sometimes,no,1.109307,no,2.520120,0.069882,no,Public_Transportation,0
Male,27.398331,1.788628,118.460207,yes,yes,2.337595,1.400453,Sometimes,no,2.659104,no,1.844967,0.056032,no,Automobile,1
Male,26.182157,1.847032,131.220213,yes,yes,2.018730,2.411681,Sometimes,no,1.294726,no,1.249768,1.174232,Sometimes,Public_Transportation,1
Female,25.968311,1.640837,121.113605,yes,yes,2.162980,1.071529,Sometimes,no,2.044054,no,2.501490,1.748347,Sometimes,Public_Transportation,0
Male,19.238116,1.699298,114.475540,yes,yes,1.818464,3.266399,Sometimes,no,1.165484,no,1.073913,0.493308,no,Automobile,0
Female,16.631868,1.667358,46.975827,yes,yes,1.774178,1.711549,Always,no,1.134416,no,0.305555,0.302917,no,Public_Transportation,0
Male,36.334310,1.790080,129.568760,yes,yes,2.176936,3.418748,Sometimes,no,2.537776,no,0.560724,0.964999,Sometimes,Public_Transportation,0
Female,16.880091,1.697511,81.398478,yes,yes,1.261098,2.833566,Sometimes,no,2.664684,no,2.526045,0.570722,Sometimes,Public_Transportation,0
Male,19.000916,1.768523,87.243960,yes,yes,2.427378,2.562603,Sometimes,yes,2.331337,no,0.516820,1.258896,no,Public_Transportation,0
Male,26.367269,1.723091,101.924455,yes,yes,2.559485,1.246374,Sometimes,no,1.389610,no,0.033130,1.124430,Sometimes,Bike,1
Female,20.504822,1.684183,87.524197,yes,no,1.073150,1.448990,Sometimes,no,1.721339,no,2.882580,1.946560,Sometimes,Public_Transportation,0
Female,24.353697,1.679269,93.337469,yes,yes,1.287617,1.691620,Frequently,no,2.229468,no,2.990687,1.968765,Sometimes,Public_Transportation,0
Female,24.407730,1.679570,114.103891,yes,yes,2.926626,1.053675,Sometimes,no,1.073168,no,0.043287,0.461380,Sometimes,Automobile,0
Female,25.425359,1.648191,79.557542,no,yes,2.635628,3.324812,Sometimes,no,2.179310,no,0.797878,0.715356,no,Public_Transportation,0
Male,24.462960,1.738082,56.893447,yes,yes,1.194597,1.934473,Sometimes,no,1.327737,no,1.736216,1.046440,no,Public_Transportation,0
Male,20.713634,1.720883,52.809723,yes,yes,2.320555,3.487893,Sometimes,no,2.859034,no,0.442520,1.766303,Sometimes,Public_Transportation,0
Male,20.881326,1.708263,49.550066,yes,yes,1.035303,1.584784,Sometimes,no,1.259292,no,1.630998,0.152705,no,Public_Transportation,0
Male,24.160742,1.781237,121.901320,no,no,2.070579,1.653916,Frequently,no,1.476982,no,0.688008,0.024011,no,Automobile,0
Female,19.197465,1.608899,125.960815,yes,yes,2.498491,2.787105,Sometimes,yes,1.533820,no,1.332235,0.947512,Sometimes,Public_Transportation,0
Male,21.403750,1.799558,136.286191,yes,no,1.686975,3.622973,Sometimes,no,2.908952,no,1.169369,0.760495,Sometimes,Public_Transportation,0
Male,20.927613,1.869362,93.679784,yes,yes,2.817944,1.893022,Sometimes,no,1.841911,no,0.047495,0.481754,Sometimes,Walking,0
Male,18.730846,1.744322,82.818690,yes,yes,2.396412,2.065477,Sometimes,no,1.774177,no,1.710237,0.192299,Sometimes,Public_Transportation,0
Male,16.775398,1.773717,90.648948,no,yes,2.790681,1.384467,Frequently,no,2.008067,no,0.538676,1.315230,Sometimes,Public_Transportation,0
Female,20.834868,1.709269,74.569160,yes,yes,1.456999,1.697138,Sometimes,no,1.585647,no,0.980239,0.456803,Sometimes,Public_Transportation,0
Male,17.059656,1.804285,83.810071,yes,yes,1.047680,3.852515,Sometimes,no,1.368316,no,2.850754,0.243468,no,Public_Transportation,0
Male,25.699573,1.794598,96.047410,no,no,1.597209,3.695857,Frequently,no,1.363337,no,0.995411,1.975005,Sometimes,Public_Transportation,0
Female,22.752014,1.612895,84.346803,no,yes,1.091277,2.195179,Sometimes,no,2.470911,no,2.411934,1.312815,Sometimes,Public_Transportation,0
Female,14.553299,1.686989,90.619548,no,yes,2.880848,3.254233,Sometimes,no,2.956827,no,0.184825,1.753756,no,Public_Transportation,0
Female,21.704968,1.511650,49.301246,yes,yes,1.951321,1.051303,Sometimes,no,2.805134,no,2.897697,0.885062,Sometimes,Public_Transportation,0
Male,35.253549,1.788807,116.143960,yes,yes,2.174076,2.628478,Sometimes,no,1.304911,no,1.202440,0.415471,Sometimes,Public_Transportation,1
Female,18.431050,1.597663,78.617235,yes,yes,2.430637,1.988971,Sometimes,no,2.899674,no,0.362021,0.696197,Sometimes,Automobile,0
Male,21.297643,1.739830,77.765950,yes,yes,2.704143,1.010448,Sometimes,no,1.976685,no,0.416260,1.608652,no,Automobile,0
Female,20.848820,1.597467,64.387959,yes,yes,1.726493,1.213557,Sometimes,no,2.249376,no,1.317254,0.547693,no,Public_Transportation,0
Female,27.525192,1.553870,66.964201,yes,yes,2.887266,1.052596,Sometimes,no,1.921349,no,2.973736,0.168361,no,Public_Transportation,0
Male,33.721301,1.773449,90.563575,yes,yes,1.398029,2.251858,Sometimes,no,2.793416,no,1.594789,0.937372,Sometimes,Public_Transportation,0
Male,24.418459,1.822585,130.329307,yes,yes,2.556759,1.370918,Sometimes,no,1.568050,no,2.348240,0.678789,Sometimes,Public_Transportation,1
Female,19.318904,1.664171,90.989948,yes,no,2.357018,2.880601,Sometimes,no,2.425568,no,2.454199,1.422097,Sometimes,Public_Transportation,0
Male,14.935754,1.742472,58.161672,yes,yes,1.317023,1.061890,Sometimes,no,2.936631,no,2.454982,1.401726,no,Public_Transportation,0
Male,16.300696,1.813850,87.174821,yes,no,1.189909,2.051176,Sometimes,no,1.482599,no,1.794913,0.354500,Sometimes,Public_Transportation,0
Female,15.186471,1.576981,65.884667,yes,yes,2.951752,2.209648,Sometimes,no,2.792648,no,2.109861,0.165878,Frequently,Public_Transportation,0
Female,17.681565,1.564603,41.058816,no,yes,2.091726,1.807681,Sometimes,no,2.364840,no,2.346974,0.564184,no,Automobile,0
Female,18.768232,1.601952,116.889924,yes,yes,1.776662,1.345176,Frequently,no,2.820298,no,1.440784,1.642636,no,Public_Transportation,0
Male,15.511698,1.758098,72.078839,yes,yes,2.518184,1.968358,Sometimes,no,2.829872,no,0.464652,1.462565,Sometimes,Automobile,0
Female,29.864677,1.555614,67.534310,yes,yes,1.870603,2.144510,Sometimes,no,1.694065,no,2.724607,0.771923,Sometimes,Public_Transportation,0
Female,20.343795,1.692310,59.006561,yes,yes,2.119854,2.284551,Sometimes,no,1.848753,no,0.607276,1.639636,Sometimes,Public_Transportation,0
Male,23.882855,1.779190,124.896584,yes,yes,2.697912,2.954750,Sometimes,no,2.355403,no,0.333671,0.701108,no,Public_Transportation,1
Female,19.022354,1.593065,84.258160,yes,yes,2.279887,3.764001,Sometimes,no,1.850803,no,0.148051,1.344903,Sometimes,Public_Transportation,0
Male,26.747820,1.756970,107.168152,yes,yes,2.678165,1.411990,Sometimes,no,1.123615,no,0.966582,0.194525,Sometimes,Automobile,1
Female,17.876891,1.622346,78.156118,yes,yes,1.831077,2.331715,Frequently,no,1.765531,no,0.188374,0.436083,no,Automobile,0
Female,40.336562,1.630588,111.986403,yes,yes,2.812765,1.555582,Sometimes,no,2.264754,no,0.251845,0.306529,no,Public_Transportation,0
Male,15.859677,1.792744,87.280373,yes,yes,1.545140,3.124420,Frequently,no,2.424290,no,1.298034,1.226920,Sometimes,Public_Transportation,0
Female,18.136981,1.726733,120.395963,yes,no,1.998034,3.201126,Frequently,no,1.162307,no,1.130646,0.168364,Sometimes,Public_Transportation,0
Female,24.875631,1.679967,100.327638,yes,yes,1.950499,1.706079,Sometimes,no,2.128460,no,1.418831,0.124680,Sometimes,Public_Transportation,0
Male,37.986258,1.789965,109.926488,yes,yes,2.028843,1.410680,Sometimes,no,2.473807,no,2.371895,1.102302,Sometimes,Public_Transportation,1
Male,18.177153,1.790505,72.700089,yes,yes,1.806755,1.516436,Always,no,2.831753,no,2.022978,0.162990,Sometimes,Public_Transportation,0
Female,25.387777,1.646287,113.457002,yes,yes,2.904601,3.179074,Sometimes,no,1.276875,no,0.111236,0.162062,Sometimes,Public_Transportation,0
Female,17.350295,1.629123,76.430255,no,yes,1.459315,2.650915,Frequently,no,2.195943,no,2.692897,0.168513,no,Automobile,0
Female,21.013126,1.581349,58.378955,no,no,1.700665,2.195032,Frequently,no,2.912239,no,1.118309,0.125342,Sometimes,Public_Transportation,0
Female,19.523601,1.618114,73.927322,yes,yes,2.922995,1.611045,Sometimes,no,1.432696,no,1.571196,1.490217,Sometimes,Automobile,0
Female,19.446695,1.613941,76.752924,yes,yes,2.517419,3.969505,Frequently,no,1.164952,no,1.816335,0.048547,Sometimes,Automobile,0
Male,33.241645,1.748441,119.253999,yes,yes,1.888265,3.027156,no,no,2.742724,no,2.381679,0.575374,Sometimes,Automobile,1
Male,28.139364,1.813794,98.497486,yes,yes,1.610089,3.146255,Sometimes,no,1.384165,no,1.014653,0.781103,Sometimes,Public_Transportation,0
Female,22.520204,1.608038,69.748854,yes,yes,2.393589,3.182645,Sometimes,no,1.349167,no,0.492689,1.962224,Sometimes,Public_Transportation,0
Male,20.042227,1.827894,70.619357,no,yes,1.933808,1.676652,Sometimes,no,2.668313,no,1.695336,0.047344,Sometimes,Automobile,0
Female,22.091469,1.704667,62.679024,yes,yes,2.178481,2.822178,no,no,1.783776,no,1.700136,1.045191,no,Public_Transportation,0
Male,28.623267,1.803593,119.586895,yes,yes,2.405962,3.610125,Sometimes,no,2.414593,no,2.139692,0.705446,Sometimes,Automobile,1
Male,38.782385,1.681939,111.673381,yes,yes,1.737768,1.073532,Sometimes,no,1.189530,no,1.627369,0.245173,Sometimes,Walking,1
Female,19.270694,1.616204,64.858272,yes,yes,2.097723,1.017697,Sometimes,no,1.518394,no,0.214727,1.814978,Sometimes,Public_Transportation,0
Male,17.183341,1.843974,104.674014,yes,yes,1.783180,2.677914,Sometimes,no,2.753134,no,2.648709,1.174544,Sometimes,Public_Transportation,0
Male,27.879963,1.799203,123.380328,yes,no,1.546818,1.394463,Always,no,1.768901,yes,1.660980,0.960493,Sometimes,Public_Transportation,1
Male,21.455180,1.720994,93.412602,no,yes,2.950303,1.304017,Frequently,no,2.797011,no,1.351369,0.973624,no,Public_Transportation,0
Male,20.375108,1.736951,95.012319,yes,yes,1.315367,1.531161,Sometimes,no,1.340856,no,1.718650,1.785283,no,Automobile,0
Female,22.893987,1.744773,68.071740,yes,yes,2.842410,1.301619,Sometimes,no,2.324582,no,1.825631,0.920127,no,Public_Transportation,0
Female,23.685023,1.722712,59.261731,yes,yes,1.831650,3.467873,Sometimes,no,2.664784,no,1.280886,0.526021,Sometimes,Public_Transportation,0
Male,26.554957,1.802602,122.012837,yes,yes,2.173937,3.665973,Sometimes,no,1.178590,no,2.115197,0.918568,Sometimes,Public_Transportation,1
Female,17.697828,1.619775,42.040402,no,yes,2.013217,2.545888,Sometimes,no,2.417115,no,2.604465,1.001615,Sometimes,Public_Transportation,0
Female,15.409718,1.608904,49.211780,no,yes,1.602302,2.589779,Sometimes,no,1.844645,no,1.360018,0.892916,Sometimes,Public_Transportation,0
Male,18.352003,1.711105,91.262607,yes,yes,1.042340,1.374491,Sometimes,no,1.913269,no,2.002333,0.608406,Sometimes,Public_Transportation,0
Male,15.546800,1.793315,82.522612,yes,yes,2.737911,2.523840,Sometimes,no,1.496514,no,2.583131,1.696198,Sometimes,Public_Transportation,0
Male,26.219943,1.758862,95.360055,yes,yes,1.544645,2.281522,Frequently,no,2.687133,no,1.636034,1.827589,Sometimes,Public_Transportation,0
Female,22.896174,1.597280,78.208067,no,yes,1.192148,3.768014,Sometimes,no,2.116794,no,1.264985,1.220861,Sometimes,Public_Transportation,0
Female,17.674101,1.598129,53.120351,yes,yes,2.991209,2.037200,Sometimes,no,1.468598,no,1.535889,1.226876,Sometimes,Public_Transportation,0
Male,22.031458,1.673944,57.635345,yes,yes,1.455675,2.714908,Sometimes,no,1.807630,no,2.218296,0.181233,Sometimes,Public_Transportation,0
Female,22.478833,1.659347,76.319063,yes,yes,1.191906,3.326147,Sometimes,no,1.057155,no,2.959801,0.570463,Sometimes,Automobile,0
Female,23.411903,1.679917,81.698129,yes,yes,2.210197,2.333915,Sometimes,no,1.246936,no,0.018149,1.969924,no,Public_Transportation,0
Male,23.096698,1.900423,111.934188,yes,no,1.873617,3.211857,no,no,2.978481,no,1.982300,0.123516,no,Automobile,0
Female,20.040243,1.548727,91.402309,yes,yes,2.584337,3.478839,Sometimes,no,2.540061,no,1.726070,0.289519,Sometimes,Public_Transportation,0
Male,22.868176,1.787077,120.823684,yes,yes,2.843134,3.931808,Sometimes,no,2.464788,no,2.405683,0.220717,Sometimes,Automobile,1
Male,19.392950,1.625826,62.269052,yes,yes,2.019926,3.030642,Sometimes,no,2.179528,no,1.611646,1.677121,no,Automobile,0
